1	139903323344080	3	R	I
2	139903323344083	5	R	I
2	140721226532008	8	W	D
3	139903323360304	1	R	I
3	140721226532000	8	W	D
4	139903323360305	3	R	I
5	139903323360308	2	R	I
5	140721226531992	8	W	D
6	139903323360310	2	R	I
6	140721226531984	8	W	D
7	139903323360312	2	R	I
7	140721226531976	8	W	D
8	139903323360314	2	R	I
8	140721226531968	8	W	D
9	139903323360316	3	R	I
10	139903323360319	1	R	I
10	140721226531960	8	W	D
11	139903323360320	4	R	I
12	139903323360324	2	R	I
13	139903323360326	4	R	I
14	139903323360330	2	R	I
15	139903323360332	3	R	I
16	139903323360335	7	R	I
17	139903323360342	7	R	I
17	139903325584536	8	W	D
18	139903323360349	7	R	I
18	139903325585008	8	R	D
19	139903323360356	3	R	I
20	139903323360359	7	R	I
20	139903325585408	8	R	D
21	139903323360366	7	R	I
21	139903325587944	8	W	D
22	139903323360373	3	R	I
23	139903323360376	7	R	I
23	139903325587928	8	W	D
24	139903323360383	6	R	I
25	139903323360389	7	R	I
26	139903323360396	10	R	I
27	139903323360406	10	R	I
28	139903323360416	5	R	I
29	139903323360421	6	R	I
30	139903323360427	5	R	I
31	139903323360432	3	R	I
32	139903323360435	3	R	I
33	139903323360438	6	R	I
34	139903323360444	5	R	I
35	139903323360449	2	R	I
36	139903323360479	4	R	I
37	139903323360483	2	R	I
38	139903323360456	7	R	I
39	139903323360463	4	R	I
39	139903325588104	8	W	D
40	139903323360467	4	R	I
41	139903323360471	3	R	I
41	139903325585024	8	R	D
42	139903323360474	3	R	I
43	139903323360477	2	R	I
44	139903323360479	4	R	I
45	139903323360483	2	R	I
46	139903323360456	7	R	I
47	139903323360463	4	R	I
47	139903325588024	8	W	D
48	139903323360467	4	R	I
49	139903323360471	3	R	I
49	139903325585040	8	R	D
50	139903323360474	3	R	I
51	139903323360477	2	R	I
52	139903323360479	4	R	I
53	139903323360483	2	R	I
54	139903323360485	3	R	I
55	139903323360488	3	R	I
56	139903323360491	4	R	I
57	139903323360495	6	R	I
58	139903323361000	3	R	I
59	139903323361003	2	R	I
60	139903323361005	3	R	I
61	139903323361008	2	R	I
62	139903323361040	3	R	I
63	139903323361043	3	R	I
64	139903323361046	4	R	I
65	139903323361050	6	R	I
66	139903323361368	3	R	I
67	139903323361371	3	R	I
68	139903323361374	4	R	I
69	139903323361378	6	R	I
70	139903323361384	3	R	I
71	139903323361387	4	R	I
71	139903325588592	8	W	D
72	139903323361391	5	R	I
73	139903323360467	4	R	I
74	139903323360471	3	R	I
74	139903325585056	8	R	D
75	139903323360474	3	R	I
76	139903323360477	2	R	I
77	139903323360479	4	R	I
78	139903323360483	2	R	I
79	139903323360456	7	R	I
80	139903323360463	4	R	I
80	139903325588032	8	W	D
81	139903323360467	4	R	I
82	139903323360471	3	R	I
82	139903325585072	8	R	D
83	139903323360474	3	R	I
84	139903323360477	2	R	I
85	139903323360479	4	R	I
86	139903323360483	2	R	I
87	139903323360456	7	R	I
88	139903323360463	4	R	I
88	139903325588040	8	W	D
89	139903323360467	4	R	I
90	139903323360471	3	R	I
90	139903325585088	8	R	D
91	139903323360474	3	R	I
92	139903323360477	2	R	I
93	139903323360479	4	R	I
94	139903323360483	2	R	I
95	139903323360456	7	R	I
96	139903323360463	4	R	I
96	139903325588072	8	W	D
97	139903323360467	4	R	I
98	139903323360471	3	R	I
98	139903325585104	8	R	D
99	139903323360474	3	R	I
100	139903323360477	2	R	I
101	139903323360479	4	R	I
102	139903323360483	2	R	I
103	139903323360456	7	R	I
104	139903323360463	4	R	I
104	139903325588080	8	W	D
105	139903323360467	4	R	I
106	139903323360471	3	R	I
106	139903325585120	8	R	D
107	139903323360474	3	R	I
108	139903323360477	2	R	I
109	139903323360479	4	R	I
110	139903323360483	2	R	I
111	139903323360456	7	R	I
112	139903323360463	4	R	I
112	139903325588016	8	W	D
113	139903323360467	4	R	I
114	139903323360471	3	R	I
114	139903325585136	8	R	D
115	139903323360474	3	R	I
116	139903323360477	2	R	I
117	139903323360479	4	R	I
118	139903323360483	2	R	I
119	139903323360456	7	R	I
120	139903323360463	4	R	I
120	139903325588008	8	W	D
121	139903323360467	4	R	I
122	139903323360471	3	R	I
122	139903325585152	8	R	D
123	139903323360474	3	R	I
124	139903323360477	2	R	I
125	139903323360479	4	R	I
126	139903323360483	2	R	I
127	139903323360456	7	R	I
128	139903323360463	4	R	I
128	139903325588152	8	W	D
129	139903323360467	4	R	I
130	139903323360471	3	R	I
130	139903325585168	8	R	D
131	139903323360474	3	R	I
132	139903323360477	2	R	I
133	139903323360479	4	R	I
134	139903323360483	2	R	I
135	139903323360456	7	R	I
136	139903323360463	4	R	I
136	139903325588176	8	W	D
137	139903323360467	4	R	I
138	139903323360471	3	R	I
138	139903325585184	8	R	D
139	139903323360474	3	R	I
140	139903323360477	2	R	I
141	139903323360479	4	R	I
142	139903323360483	2	R	I
143	139903323360456	7	R	I
144	139903323360463	4	R	I
144	139903325588048	8	W	D
145	139903323360467	4	R	I
146	139903323360471	3	R	I
146	139903325585200	8	R	D
147	139903323360474	3	R	I
148	139903323360477	2	R	I
149	139903323360479	4	R	I
150	139903323360483	2	R	I
151	139903323360456	7	R	I
152	139903323360463	4	R	I
152	139903325588056	8	W	D
153	139903323360467	4	R	I
154	139903323360471	3	R	I
154	139903325585216	8	R	D
155	139903323360474	3	R	I
156	139903323360477	2	R	I
