0	88260217018794115	4	W	D
0	90197414825369608	4	W	D
0	88260217018909444	4	W	D
0	90197414825369600	4	W	D
0	88260217018909445	4	W	D
0	88260217018909448	4	W	D
0	90197414825367954	4	W	D
0	88260217018909456	4	W	D
0	90197414825367940	4	W	D
0	88260217018909458	4	W	D
0	90197414825367926	4	W	D
0	88260217018909460	4	W	D
0	90197414825367912	4	W	D
0	88260217018909462	4	W	D
0	88260217018909465	4	W	D
0	90197414825367904	4	W	D
0	88260217018909472	4	W	D
0	88260217018909476	4	W	D
0	88260217018909478	4	W	D
0	88260217018909488	4	W	D
0	88260217018909490	4	W	D
0	88260217018909493	4	W	D
0	88260217018909506	4	W	D
0	88260217054709046	4	W	D
0	88260217018909513	4	W	D
0	88260217054711816	4	W	D
0	88260217018909526	4	W	D
0	88260217018909529	4	W	D
0	88260217054712840	4	W	D
0	88260217018909542	4	W	D
0	88260217054722372	4	W	D
0	88260217018909555	4	W	D
0	88260217018909558	4	W	D
0	88260217054722344	4	W	D
0	88260217018909571	4	W	D
0	88260217018909577	4	W	D
0	88260217018909590	4	W	D
0	88260217018909702	4	W	D
0	88260217018909718	4	W	D
0	88260217018909729	4	W	D
0	88260217018909735	4	W	D
0	88260217018909746	4	W	D
0	88260217018909749	4	W	D
0	88260217018909752	4	W	D
0	88260217018909764	4	W	D
0	88260217018909769	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724356	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054711844	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724132	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054711872	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909829	4	W	D
0	88260217018909832	4	W	D
0	88260217018909841	4	W	D
0	88260217018909845	4	W	D
0	88260217018912768	4	W	D
0	88260217018912771	4	W	D
0	88260217018912773	4	W	D
0	88260217018912776	4	W	D
0	88260217018912832	4	W	D
0	88260217018912835	4	W	D
0	88260217018912838	4	W	D
0	88260217018912848	4	W	D
0	88260217018913640	4	W	D
0	88260217018913649	4	W	D
0	88260217018913652	4	W	D
0	88260217018913656	4	W	D
0	88260217018913668	4	W	D
0	88260217018913671	4	W	D
0	88260217054725522	4	W	D
0	88260217018913681	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054711894	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724146	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054711922	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724160	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054711944	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724210	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712068	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724224	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712096	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724118	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712118	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724104	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712146	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724434	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712168	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724470	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712196	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724168	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
0	88260217054712320	4	W	D
0	88260217018909812	4	W	D
0	88260217018909815	4	W	D
0	88260217018909817	4	W	D
0	88260217018909827	4	W	D
0	88260217018909782	4	W	D
0	88260217018909795	4	W	D
0	88260217054724182	4	W	D
0	88260217018909799	4	W	D
0	88260217018909809	4	W	D
